,loss,val_loss
0,0.09304218739271164,0.02832506038248539
1,0.01523612067103386,0.010312749072909355
2,0.009266067296266556,0.008566687814891338
3,0.009282066486775875,0.010018526576459408
4,0.007790880743414164,0.007097694091498852
5,0.007270301692187786,0.007774686440825462
6,0.006840139627456665,0.008022353053092957
7,0.006941753439605236,0.007673135958611965
8,0.007645080331712961,0.007192252203822136
9,0.00691261887550354,0.006650642491877079
10,0.006330990698188543,0.0067798178642988205
11,0.006206823978573084,0.0074759735725820065
12,0.005513588897883892,0.007820277474820614
13,0.005345611367374659,0.007281506434082985
14,0.005673516541719437,0.007610320579260588
